Car Type,Ori,Dest,Total KM,Per km (THB/km),Per-km price,Existing pair price,Existing pair price (min-max),Divergence (THB),Divergence (%),Trips
10W dry,BF (อาหารเบทเทอร์ อ้อมน้อย),PCS (ห้องเย็นแปซิฟิค),21.212,93.05557466113987,1973.894849712099,2130,"2,130-2,130",-156.1051502879011,-7.328880295206624,6
,KONOIKE (โคโนอิเกะ),PCS (ห้องเย็นแปซิฟิค),64.738,93.05557466113987,6024.231792412873,4800.5,"3,901-5,700",1223.731792412873,25.49175695058583,2
,PCS (ห้องเย็นแปซิฟิค),BF (อาหารเบทเทอร์ อ้อมน้อย),21.969,93.05557466113987,2044.337919730582,2130,"2,130-2,130",-85.66208026941808,-4.021693909362352,1
,,KGS (เคียวคุโย โกลบอล),8.123,93.05557466113987,755.8904329724392,1800,"1,800-1,800",-1044.1095670275608,-58.00608705708671,1
,,TAKO (ทาโกฟู้ดส์),39.997,93.05557466113987,3721.9438197216114,3000,"3,000-3,000",721.9438197216114,24.06479399072038,1
,คลังชิน,โคแพค,130.619,93.05557466113987,12154.82610666343,7100,"7,100-7,100",5054.8261066634295,71.19473389666801,1
,คลังสินค้าชิน (ไทยออซัม),Zion Cargo Company Limited,134.707,93.05557466113987,12535.237295878169,7600,"7,600-7,600",4935.237295878169,64.93733284050222,1
,สุรเชษฐ์ (กาญจนบุรี),PCS (ห้องเย็นแปซิฟิค),102.852,93.05557466113987,9570.951965047558,7000,"7,000-7,000",2570.9519650475577,36.72788521496511,1
10W dry NGV,BF (อาหารเบทเทอร์ อ้อมน้อย),PCS (ห้องเย็นแปซิฟิค),21.212,100.41485951348294,2130,2130,"2,130-2,130",0,0,1
10W reefer,ALLCOCO (ออล โคโค กรุ๊ป),PCS (ห้องเย็นแปซิฟิค),25.825,93.04679713676653,2402.9335360569953,3400,"3,400-3,400",-997.0664639430047,-29.325484233617782,7
,BF (อาหารเบทเทอร์ อ้อมน้อย),PCS (ห้องเย็นแปซิฟิค),21.212,93.04679713676653,1973.7086608650916,2937.3609574468082,"2,841-2,991",-963.6522965817167,-32.8067374266231,94
,CK นวนคร (อาหารเบทเทอร์),PACR,21.425,93.04679713676653,1993.527628655223,3981.31,"3,981-3,981",-1987.782371344777,-49.92784714942511,2
,DC Makro Mahachai (แมคโครมหาชัย),โชคสมุทรมารีน,25.421,93.04679713676653,2365.3426300137417,4900,"4,900-4,900",-2534.6573699862583,-51.727701428290985,1
,JPK (เจพีเค โคลด์ สโตเรจ),ไอ - เทล คอร์ปอเรชั่น,67.827,93.04679713676653,6311.085109395463,6000,"6,000-6,000",311.0851093954634,5.184751823257724,1
,Jpac สุวินทวงศ์,มาร์ส เพ็ทแคร์ (ประเทศไทย) จำกัด - ชลบุรี,50.575,93.04679713676653,4705.841765191967,4770,"4,770-4,770",-64.15823480803283,-1.3450363691411493,2
,LUF (ลัคกี้ ยูเนี่ยน ฟู้ดส์),Linfox DC (บางบ่อ),71.029,93.04679713676653,6609.020953827389,7182,"7,000-7,350",-572.9790461726107,-7.977987276143283,5
,,KF Foods,10.097,93.04679713676653,939.4935106899316,2912,"2,912-2,912",-1972.5064893100684,-67.73717339663696,1
,PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ),160.654,93.04679713676653,14948.34014721009,7350,"7,350-7,350",7598.34014721009,103.37877751306246,1
,PACR/PACS,TUM,68.685,93.04679713676653,6390.9192613388095,1000,"1,000-1,000",5390.9192613388095,539.091926133881,13
,PACS (แปซิฟิค สระบุรี),คาร์กิลล์ สระบุรี,15.68,93.04679713676653,1458.973779104499,4300,"4,300-4,300",-2841.026220895501,-66.07037723012793,5
,,Nestle ระยอง,266.188,93.04679713676653,24767.940836241607,12000,"12,000-12,000",12767.940836241607,106.39950696868006,4
,,PACS (แปซิฟิค สระบุรี),257.966,93.04679713676653,24002.910070183116,6437.5,"5,500-6,750",17565.410070183116,272.8607389543008,4
,,อินาบะ,57.575,93.04679713676653,5357.169345149333,1200,"1,200-1,200",4157.169345149333,346.4307787624444,2
,,โอสถสภา,137.285,93.04679713676653,12773.929544920993,4200,"4,200-4,200",8573.929544920993,204.14117964097605,2
,PACS/PACR,I - Tail,80.061,93.04679713676653,7449.419625566666,1000,"1,000-1,000",6449.419625566666,644.9419625566666,2
,PCS (สินค้า),PCS (ห้องเย็นแปซิฟิค),54.763,93.04679713676653,5095.521751600745,3510,"3,510-3,510",1585.5217516007451,45.1715598746651,2
,PCS (ห้องเย็นแปซิฟิค),PCS (ห้องเย็นแปซิฟิค),54.818,93.04679713676653,5100.639325443268,3497.1326470588237,"3,065-4,350",1603.506678384444,45.85204052048278,34
,,BF (อาหารเบทเทอร์ อ้อมน้อย),21.969,93.04679713676653,2044.145086297624,2928.9695,"2,878-2,991",-884.8244137023762,-30.209410296091377,20
,,KGS (เคียวคุโย โกลบอล),8.123,93.04679713676653,755.8191331419545,1966.6666666666667,"1,900-2,000",-1210.8475335247122,-61.56851865379892,3
,,โอสถสภา อยุธยา,117.788,93.04679713676653,10959.796141145456,7803.5,"7,300-8,307",3156.296141145456,40.44718576466273,2
,,ALLCOCO (ออล โคโค กรุ๊ป),28.993,93.04679713676653,2697.705789386272,3400,"3,400-3,400",-702.294210613728,-20.65571207687435,1
,,HHT (ฮาร์มเลส ฮาร์เวสท์),13.829,93.04679713676653,1286.7441576043443,2250,"2,250-2,250",-963.2558423956557,-42.81137077314025,1
,,รอแยลแคนอินดัสทรีส์ สมุทรสาคร,9.372,93.04679713676653,872.0345827657759,2625,"2,625-2,625",-1752.965417234224,-66.77963494225617,1
,,ไทย ออซัม,76.652,93.04679713676653,7132.223094127428,5900,"5,900-5,900",1232.2230941274283,20.88513718860048,1
,PCS (แปซิฟิค),DC Makro Mahachai,22.937,93.04679713676653,2134.214385926014,4000,"4,000-4,000",-1865.785614073986,-46.644640351849645,1
,SCGN (Phase1),DC Makro Mahachai (แมคโครมหาชัย),168.428,93.04679713676653,15671.685948151313,7200,"7,200-7,200",8471.685948151313,117.6623048354349,6
,,Havi (Bangna),91.076,93.04679713676653,8474.330096028149,4450,"4,450-4,450",4024.3300960281485,90.43438418040783,3
,Sunfood,PACS (แปซิฟิค สระบุรี),131.41,93.04679713676653,12227.27961174249,4978.625,"4,500-5,047",7248.65461174249,145.59551305315202,8
,TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),149.271,93.04679713676653,13889.188455402274,7452.356338028169,"6,987-7,772",6436.832117374105,86.3731124144989,71
,,PCS (ห้องเย็นแปซิฟิค),129.899,93.04679713676653,12086.685901268835,6086.124545454545,"3,258-6,760",6000.5613558142895,98.59412687004311,55
,,PACA (ALPHA Bangna KM. 22),153.438,93.04679713676653,14276.914459071182,7058.7,"6,987-7,130",7218.214459071182,102.25982771716014,2
,TUF,Nestle ระยอง,178.024,93.04679713676653,16564.563013475723,9184,"9,184-9,184",7380.563013475723,80.36327323035412,3
,,คลังมนต์โลจิสติกส์,103.574,93.04679713676653,9637.228966643455,6496,"6,496-6,496",3141.2289666434554,48.356357245127086,3
,,JWD ฉะเชิงเทรา,101.818,93.04679713676653,9473.838790871294,5194,"5,194-5,194",4279.838790871294,82.39966867291672,2
,,Jpac สุวินทวงศ์,101.818,93.04679713676653,9473.838790871294,5488,"5,341-5,635",3985.838790871294,72.62825785115331,2
,,ไทยโยโกเร วังน้อย,129.928,93.04679713676653,12089.3842583858,5724,"5,724-5,724",6365.3842583858,111.20517572302238,2
,,มนต์โลจิสติกส์,146.077,93.04679713676653,13591.996985347443,6844,"6,844-6,844",6747.996985347443,98.59726746562599,1
,TUF5 (กาหลง),คลังมนต์โลจิสติกส์,122.045,93.04679713676653,11355.896356556672,6208,"6,208-6,208",5147.896356556672,82.9235882177299,1
,TUFโรงหมีก,TUF โรงกุ้ง,194.254,93.04679713676653,18074.712531005443,2332,"2,332-2,332",15742.712531005443,675.0734361494615,1
,UKF (สยาม ยูเคเอฟ),HIC,11.8795,93.04679713676653,1105.349426586218,1869.6,"739-3,000",-764.2505734137819,-40.87775852662505,2
,,N&N,11.88,93.04679713676653,1105.3959499847865,1731.07,"813-2,649",-625.6740500152134,-36.14377523815983,2
,,PCS (ห้องเย็นแปซิฟิค),12.3,93.04679713676653,1144.4756047822284,1219.2,"1,080-1,358",-74.72439521777164,-6.128969424029826,2
,,ไทยยูเนี่ยน,12.918500000000002,93.04679713676653,1202.0250488113186,2094,"1,188-3,000",-891.9749511886814,-42.596702540051645,2
,,FB Foods (สมุทรปราการ),37.691,93.04679713676653,3507.0268308818677,5100,"5,100-5,100",-1592.9731691181323,-31.234768021924165,1
,,Gen Y,643.223,93.04679713676653,59849.83999470237,880,880-880,58969.83999470237,6701.118181216178,1
,,KF Foods,11.988,93.04679713676653,1115.445004075557,2622.4,"2,622-2,622",-1506.954995924443,-57.46472681224996,1
,,ศักดิ์สวัสดิ์ห้องเย็น มหาชัย,14.842,93.04679713676653,1381.000563103889,3009.6,"3,010-3,010",-1628.599436896111,-54.11348474535191,1
,,ห้องเย็นศักดิ์สวัส,14.842,93.04679713676653,1381.000563103889,2781.9,"2,782-2,782",-1400.8994368961112,-50.357648977177874,1
,นิฮอนอิจิ,PACS (แปซิฟิค สระบุรี),55.369,93.04679713676653,5151.908110665626,1353.9310344827586,"1,296-1,416",3797.977076182867,280.5148105371413,29
,บริษัท คาร์กิลล์มีทส์,บริษัท บ้านบึงเรนเดอร์ริ่ง จำกัด,202.998,93.04679713676653,18888.31372516933,8800,"8,800-8,800",10088.31372516933,114.63992869510602,4
,บริษัท สปริงคิทเช่น (สุพรรณบุรี),PCS (ห้องเย็นแปซิฟิค),147.798,93.04679713676653,13752.13052321982,6345.79,"6,346-6,346",7406.340523219819,116.71266340707491,1
,บริษัท สปริงคิทเช่น จำกัด,PCS (ห้องเย็นแปซิฟิค),147.798,93.04679713676653,13752.13052321982,6560.75,"6,561-6,561",7191.380523219819,109.6121712185317,2
,บริษัท ไทสันโพลทรี่ คลอง7,GO Wholesale (DC มหาชัย),123.627,93.04679713676653,11503.096389627035,7150,"7,150-7,150",4353.096389627035,60.88246698779069,1
,บางกอกซีฟู้ด,ไทยเดลม่า,36.706,93.04679713676653,3415.3757357021523,6500,"6,500-6,500",-3084.6242642978477,-47.455757912274585,5
,,ไทยเดลมาร์,36.706,93.04679713676653,3415.3757357021523,6825,"6,825-6,825",-3409.6242642978477,-49.95786467835674,1
,สุขสวัสดิ์,กรุงไทย ชลบุรี,107.742,93.04679713676653,10025.0480171095,7687.5,"7,500-7,875",2337.5480171095005,30.40712867784716,2
,,ซีพีพิษณุโลก,409.758,93.04679713676653,38126.669501167176,15200,"15,200-15,200",22926.669501167176,150.833351981363,1
,ห้องเย็นรักชัย (มหาชัย),ห้องเย็นรักชัย (มหาชัย) (Pre - Cool),1684.054,93.04679713676653,156695.83090536023,43360,"33,920-52,800",113335.83090536023,261.3833738592256,2
,,CPF บางน้ำเปรี้ยว,87.533,93.04679713676653,8144.665293772585,6381.4,"6,381-6,381",1763.2652937725852,27.631323749844633,1
,,KONOIKE (โคโนอิเกะ),60.683,93.04679713676653,5646.3587906504035,6300,"6,300-6,300",-653.6412093495965,-10.375257291263436,1
,,N&N,4.799,93.04679713676653,446.5315794593426,4200,"4,200-4,200",-3753.4684205406575,-89.36829572715851,1
,เอเชี่ยนซี Asian Sea Corporation,พิจิตร,368.946,93.04679713676653,34329.24361642147,13080,"13,080-13,080",21249.243616421467,162.45599095123447,1
,แพ็คฟู้ด,Havi (Bangna),65.392,93.04679713676653,6084.516158367436,7208,"7,208-7,208",-1123.4838416325638,-15.586623774036678,1
,แหลมทองผลิตภัณฑ์อาหาร สาย5,PCS (ห้องเย็นแปซิฟิค),20.678,93.04679713676653,1924.0216711940584,3035.294117647059,"3,000-3,200",-1111.2724464530006,-36.61168912732754,17
,โชคสมุทรมารีน,Havi (Bangna),66.665,93.04679713676653,6202.964731122541,6250,"6,250-6,250",-47.0352688774592,-0.7525643020393473,1
,,บางกอก (BCS2),85.784,93.04679713676653,7981.9264455803805,5700,"5,700-5,700",2281.9264455803805,40.03379729088387,1
,ไก่สดเซนทาโก,PACR รังสิต,8.432,93.04679713676653,784.5705934572154,1328.911111111111,"1,250-1,381",-544.3405176538956,-40.961394114522,45
,ไทย ยังเกอร์ ฟาร์ม,SINCERELY WAREHOUSE,68.87,93.04679713676653,6408.132918809111,5800,"5,800-5,800",608.1329188091113,10.485050324295022,1
,ไทยอกริฟู้ด,DC Makro Mahachai (แมคโครมหาชัย),83.884,93.04679713676653,7805.137531020523,7578.571428571428,"6,955-8,170",226.56610244909461,2.98956214353188,7
,ไทยโยโกเรสำโรง,ฟาร์มเฮ้าส์ โรงงานลาดกระบัง,42.297,93.04679713676653,3935.6003784938134,6000,"6,000-6,000",-2064.3996215061866,-34.40666035843644,1
18W dry,Jpac สุวินทวงศ์,มาร์ส เพ็ทแคร์ (ประเทศไทย) จำกัด - ชลบุรี,50.575,49.67842735176198,2512.4864633153625,9222,"9,222-9,222",-6709.513536684637,-72.75551438608369,3
,TFG (ไทยฟู้ดส์ กาญ),KONOIKE (โคโนอิเกะ),150.421,49.67842735176198,7472.678720679389,10321,"10,321-10,321",-2848.321279320611,-27.59733823583578,1
,บจก.ซี.เอ.เอส เปเปอร์มิลล์ (สิงห์บุรี),บจก.บิลเลี่ยน มินเลี่ยน (D101693),198.272,49.67842735176198,9849.841147888552,9700,"9,700-9,700",149.84114788855186,1.5447541019438338,3
,,บจก.บิลเลี่ยน มินเลี่ยน (D101674/D101675),198.272,49.67842735176198,9849.841147888552,9700,"9,700-9,700",149.84114788855186,1.5447541019438338,1
,,บจก.บิลเลี่ยน มินเลี่ยน (D101678/D101679/D101680),172.498,49.67842735176198,8569.429361324237,9700,"9,700-9,700",-1130.570638675763,-11.655367409028482,1
,วังน้อย,ขอนแก่น,384.287,49.67842735176198,19090.773811726554,18996.929130434783,"17,500-21,353",93.84468129177185,0.49399921770210886,92
18W head,CTD ห้องเย็นวังน้อย,KONOIKE (โคโนอิเกะ),98.998,73.06338358719961,7233.128848365587,8183,"8,183-8,183",-949.8711516344129,-11.607859606921824,1
,TFG (ไทยฟู้ดส์ กาญ),KONOIKE (โคโนอิเกะ),150.421,73.06338358719961,10990.267222570152,9547,"9,547-9,547",1443.2672225701517,15.117494737301266,1
18W reefer,PACK (บางนา กม.19),TFG (ไทยฟู้ดส์ กาญ),149.086,83.85853047592065,12502.132874533107,12636,"12,636-12,636",-133.8671254668934,-1.0594106162305588,1
,PACR รังสิต,CB COCONUTS ราชบุรี,123.779,83.85853047592065,10379.925043778981,10079,"10,079-10,079",300.9250437789815,2.9856636946024557,2
,TFG (ไทยฟู้ดส์ กาญ),PACK (บางนา กม.19),149.271,83.85853047592065,12517.646702671149,12636,"12,636-12,636",-118.35329732885111,-0.9366357813299392,5
